feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
Bid Price,0.0036231938322695,5,BBCA,lstm_data_ga,82,False,True
Moving Average 20 Day,0.0034822248349276,6,BBCA,lstm_data_ga,82,False,True
Price to Sales Ratio,0.0026893925076971,7,BBCA,lstm_data_ga,82,False,True
High Price,0.0012596090130197,8,BBCA,lstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0010605737877388,9,BBCA,lstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0008394645759835,10,BBCA,lstm_data_ga,82,False,True
Price to Book Ratio,0.0064846427477378,1,BBCA,lstm_macro,42,True,False
Price Earnings Ratio,0.0048875503332561,2,BBCA,lstm_macro,42,True,False
bi_rate,0.004592006393553,3,BBCA,lstm_macro,42,True,False
Price Change 1 Day Percent,0.0039848361888693,4,BBCA,lstm_macro,42,True,False
Ask Price,0.0039420709518405,5,BBCA,lstm_macro,42,True,False
Low Price,0.0034118401675691,6,BBCA,lstm_macro,42,True,False
Bid Price,0.00100345090355,7,BBCA,lstm_macro,42,True,False
ihsg_return_1d,0.0006334446448211,8,BBCA,lstm_macro,42,True,False
Price to Sales Ratio,0.0003889310264235,9,BBCA,lstm_macro,42,True,False
exchange_rate_usd_idr,0.0003659502499633,10,BBCA,lstm_macro,42,True,False
High Price,0.0003025042960265,11,BBCA,lstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0001465246973869,12,BBCA,lstm_macro,42,True,False
ihsg_close,0.0001010798286491,13,BBCA,lstm_macro,42,True,False
inflation_rate,1.365158823318716e-05,14,BBCA,lstm_macro,42,True,False
Moving Average 20 Day,0.0,15,BBCA,lstm_macro,42,True,False
cpi_index,0.0,16,BBCA,lstm_macro,42,True,False
Price to Book Ratio,0.0052729472483042,1,BBCA,lstm_macro,52,True,False
High Price,0.0035190782428253,2,BBCA,lstm_macro,52,True,False
Price Earnings Ratio,0.0033096932107582,3,BBCA,lstm_macro,52,True,False
exchange_rate_usd_idr,0.002670927462168,4,BBCA,lstm_macro,52,True,False
Ask Price,0.0023553638414125,5,BBCA,lstm_macro,52,True,False
Low Price,0.0019579587589638,6,BBCA,lstm_macro,52,True,False
Moving Average 20 Day,0.0016967873341248,7,BBCA,lstm_macro,52,True,False
inflation_rate,0.0015259106709466,8,BBCA,lstm_macro,52,True,False
ihsg_close,0.0013189474043125,9,BBCA,lstm_macro,52,True,False
bi_rate,0.0012953079309469,10,BBCA,lstm_macro,52,True,False
Price Change 1 Day Percent,0.0012226077096004,11,BBCA,lstm_macro,52,True,False
Price to Sales Ratio,0.0009500245874126,12,BBCA,lstm_macro,52,True,False
cpi_index,0.0004967778973791,13,BBCA,lstm_macro,52,True,False
Bid Price,0.0002422395123479,14,BBCA,lstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.0,15,BBCA,lstm_macro,52,True,False
ihsg_return_1d,0.0,16,BBCA,lstm_macro,52,True,False
Moving Average 20 Day,0.0049737038478876,1,BBCA,lstm_macro,62,True,False
exchange_rate_usd_idr,0.0040170457951414,2,BBCA,lstm_macro,62,True,False
Price to Sales Ratio,0.0032217877132574,3,BBCA,lstm_macro,62,True,False
Ask Price,0.0030605316977016,4,BBCA,lstm_macro,62,True,False
bi_rate,0.0017028178476418,5,BBCA,lstm_macro,62,True,False
cpi_index,0.0012150864310873,6,BBCA,lstm_macro,62,True,False
Price Earnings Ratio,0.0011612383790114,7,BBCA,lstm_macro,62,True,False
Low Price,0.000983342171059,8,BBCA,lstm_macro,62,True,False
High Price,0.0009822005988098,9,BBCA,lstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.000685031308482,10,BBCA,lstm_macro,62,True,False
Price Change 1 Day Percent,0.0003117538412057,11,BBCA,lstm_macro,62,True,False
Bid Price,2.322499446260432e-05,12,BBCA,lstm_macro,62,True,False
Price to Book Ratio,0.0,13,BBCA,lstm_macro,62,True,False
inflation_rate,0.0,14,BBCA,lstm_macro,62,True,False
ihsg_close,0.0,15,BBCA,lstm_macro,62,True,False
ihsg_return_1d,0.0,16,BBCA,lstm_macro,62,True,False
Price to Book Ratio,0.0063170856653457,1,BBCA,lstm_macro,72,True,False
Ask Price,0.0058420276249914,2,BBCA,lstm_macro,72,True,False
Price Earnings Ratio,0.0041864826667329,3,BBCA,lstm_macro,72,True,False
Price to Sales Ratio,0.0041772557675675,4,BBCA,lstm_macro,72,True,False
bi_rate,0.0040636233519762,5,BBCA,lstm_macro,72,True,False
exchange_rate_usd_idr,0.0035536295286932,6,BBCA,lstm_macro,72,True,False
ihsg_close,0.0032944493008674,7,BBCA,lstm_macro,72,True,False
Price Change 1 Day Percent,0.0024986537367415,8,BBCA,lstm_macro,72,True,False
High Price,0.0024750265821542,9,BBCA,lstm_macro,72,True,False
Bid Price,0.0023423284830641,10,BBCA,lstm_macro,72,True,False
Moving Average 20 Day,0.0023130683136904,11,BBCA,lstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0010595303282672,12,BBCA,lstm_macro,72,True,False
inflation_rate,5.274658906273475e-05,13,BBCA,lstm_macro,72,True,False
Low Price,0.0,14,BBCA,lstm_macro,72,True,False
cpi_index,0.0,15,BBCA,lstm_macro,72,True,False
ihsg_return_1d,0.0,16,BBCA,lstm_macro,72,True,False
Price Change 1 Day Percent,0.0123016142395014,1,BBCA,lstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0069861202733591,2,BBCA,lstm_macro,82,True,False
Price to Sales Ratio,0.0046589218390484,3,BBCA,lstm_macro,82,True,False
ihsg_return_1d,0.0040002676541917,4,BBCA,lstm_macro,82,True,False
Ask Price,0.0035158784051115,5,BBCA,lstm_macro,82,True,False
bi_rate,0.0021374200160304,6,BBCA,lstm_macro,82,True,False
exchange_rate_usd_idr,0.0020406036327282,7,BBCA,lstm_macro,82,True,False
cpi_index,0.0017802942893467,8,BBCA,lstm_macro,82,True,False
Moving Average 20 Day,0.0013509368834396,9,BBCA,lstm_macro,82,True,False
High Price,0.0013381817820481,10,BBCA,lstm_macro,82,True,False
Price Earnings Ratio,0.0012746376877961,11,BBCA,lstm_macro,82,True,False
Price to Book Ratio,0.0010626172142413,12,BBCA,lstm_macro,82,True,False
inflation_rate,0.0009972024173475,13,BBCA,lstm_macro,82,True,False
ihsg_close,0.0006648873211815,14,BBCA,lstm_macro,82,True,False
Bid Price,0.0,15,BBCA,lstm_macro,82,True,False
Low Price,0.0,16,BBCA,lstm_macro,82,True,False
Price to Book Ratio,0.0114671336487022,1,BBCA,lstm_macro_ga,42,True,True
Price Earnings Ratio,0.0063629642036805,2,BBCA,lstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0058434995994619,3,BBCA,lstm_macro_ga,42,True,True
ihsg_close,0.0042661826910625,4,BBCA,lstm_macro_ga,42,True,True
High Price,0.0036604347837985,5,BBCA,lstm_macro_ga,42,True,True
Bid Price,0.0035507958597064,6,BBCA,lstm_macro_ga,42,True,True
ihsg_return_1d,0.0026877266847758,7,BBCA,lstm_macro_ga,42,True,True
Moving Average 20 Day,0.0024281015522622,8,BBCA,lstm_macro_ga,42,True,True
bi_rate,0.0023794754450569,9,BBCA,lstm_macro_ga,42,True,True
cpi_index,0.0023794754450569,10,BBCA,lstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0020072651504288,11,BBCA,lstm_macro_ga,42,True,True
inflation_rate,0.0019067967411441,12,BBCA,lstm_macro_ga,42,True,True
Ask Price,0.0012503012247745,13,BBCA,lstm_macro_ga,42,True,True
Low Price,0.0006226882451844,14,BBCA,lstm_macro_ga,42,True,True
Price to Sales Ratio,0.0001189457730969,15,BBCA,lstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,16,BBCA,lstm_macro_ga,42,True,True
inflation_rate,0.0071947924676351,1,BBCA,lstm_macro_ga,52,True,True
Moving Average 20 Day,0.0063385296690588,2,BBCA,lstm_macro_ga,52,True,True
Price Earnings Ratio,0.0057846924949747,3,BBCA,lstm_macro_ga,52,True,True
ihsg_close,0.0050933244863214,4,BBCA,lstm_macro_ga,52,True,True
High Price,0.0042904071742668,5,BBCA,lstm_macro_ga,52,True,True
bi_rate,0.0037667051120661,6,BBCA,lstm_macro_ga,52,True,True
Low Price,0.0012561906354191,7,BBCA,lstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0012417450663633,8,BBCA,lstm_macro_ga,52,True,True
cpi_index,0.0011458307853899,9,BBCA,lstm_macro_ga,52,True,True
Price to Book Ratio,0.0010216912751396,10,BBCA,lstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.000314398711392,11,BBCA,lstm_macro_ga,52,True,True
Bid Price,0.0002201349125243,12,BBCA,lstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,6.023205739135648e-05,13,BBCA,lstm_macro_ga,52,True,True
Ask Price,0.0,14,BBCA,lstm_macro_ga,52,True,True
Price to Sales Ratio,0.0,15,BBCA,lstm_macro_ga,52,True,True
ihsg_return_1d,0.0,16,BBCA,lstm_macro_ga,52,True,True
bi_rate,0.0071446775148312,1,BBCA,lstm_macro_ga,62,True,True
High Price,0.0062848907158089,2,BBCA,lstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0051545601565435,3,BBCA,lstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0043023453482116,4,BBCA,lstm_macro_ga,62,True,True
Price to Book Ratio,0.0040346250714113,5,BBCA,lstm_macro_ga,62,True,True
Moving Average 20 Day,0.0031926397688775,6,BBCA,lstm_macro_ga,62,True,True
Price to Sales Ratio,0.0024296314000994,7,BBCA,lstm_macro_ga,62,True,True
Price Earnings Ratio,0.0024227540901241,8,BBCA,lstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0016416428649487,9,BBCA,lstm_macro_ga,62,True,True
Low Price,0.0011007122623379,10,BBCA,lstm_macro_ga,62,True,True
Bid Price,0.0008865680079907,11,BBCA,lstm_macro_ga,62,True,True
Ask Price,0.0001314326344678,12,BBCA,lstm_macro_ga,62,True,True
inflation_rate,9.611899343629562e-05,13,BBCA,lstm_macro_ga,62,True,True
cpi_index,5.75595108481753e-05,14,BBCA,lstm_macro_ga,62,True,True
ihsg_close,3.171030742426702e-05,15,BBCA,lstm_macro_ga,62,True,True
ihsg_return_1d,0.0,16,BBCA,lstm_macro_ga,62,True,True
Low Price,0.0053371617153364,1,BBCA,lstm_macro_ga,72,True,True
High Price,0.0041593631918658,2,BBCA,lstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.0033949452132219,3,BBCA,lstm_macro_ga,72,True,True
Bid Price,0.0017208057610938,4,BBCA,lstm_macro_ga,72,True,True
Ask Price,0.0010666362378591,5,BBCA,lstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0008445724704264,6,BBCA,lstm_macro_ga,72,True,True
Moving Average 20 Day,0.000764069299718,7,BBCA,lstm_macro_ga,72,True,True
Price Earnings Ratio,0.000572955974106,8,BBCA,lstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0005376034464764,9,BBCA,lstm_macro_ga,72,True,True
ihsg_close,0.0004927437888303,10,BBCA,lstm_macro_ga,72,True,True
Price to Sales Ratio,0.0003204769925408,11,BBCA,lstm_macro_ga,72,True,True
bi_rate,0.0002569591000792,12,BBCA,lstm_macro_ga,72,True,True
Price to Book Ratio,0.0001483517466112,13,BBCA,lstm_macro_ga,72,True,True
inflation_rate,0.0,14,BBCA,lstm_macro_ga,72,True,True
cpi_index,0.0,15,BBCA,lstm_macro_ga,72,True,True
ihsg_return_1d,0.0,16,BBCA,lstm_macro_ga,72,True,True
Low Price,0.0061170160579375,1,BBCA,lstm_macro_ga,82,True,True
Price Change 1 Day Percent,0.0058129792961861,2,BBCA,lstm_macro_ga,82,True,True
Price to Sales Ratio,0.0055164955542462,3,BBCA,lstm_macro_ga,82,True,True
Bid Price,0.0048142211298303,4,BBCA,lstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0039456227704241,5,BBCA,lstm_macro_ga,82,True,True
inflation_rate,0.0038358777153512,6,BBCA,lstm_macro_ga,82,True,True
Price to Book Ratio,0.0032029167548992,7,BBCA,lstm_macro_ga,82,True,True
cpi_index,0.0022956987490188,8,BBCA,lstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0014079144923016,9,BBCA,lstm_macro_ga,82,True,True
bi_rate,0.0008297119671717,10,BBCA,lstm_macro_ga,82,True,True
Price Earnings Ratio,0.0006613366383438,11,BBCA,lstm_macro_ga,82,True,True
Ask Price,0.0005194864546259,12,BBCA,lstm_macro_ga,82,True,True
ihsg_return_1d,0.0004718143454131,13,BBCA,lstm_macro_ga,82,True,True
High Price,0.0,14,BBCA,lstm_macro_ga,82,True,True
Moving Average 20 Day,0.0,15,BBCA,lstm_macro_ga,82,True,True
ihsg_close,0.0,16,BBCA,lstm_macro_ga,82,True,True
Low Price,0.0052275171401271,1,BBNI,bilstm_data,42,False,False
Bid Price,0.004060386436295,2,BBNI,bilstm_data,42,False,False
High Price,0.0040105831395633,3,BBNI,bilstm_data,42,False,False
Ask Price,0.0028759681442498,4,BBNI,bilstm_data,42,False,False
Price Change 1 Day Percent,0.0021893540969164,5,BBNI,bilstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0016253635335252,6,BBNI,bilstm_data,42,False,False
Moving Average 20 Day,0.0016084335718013,7,BBNI,bilstm_data,42,False,False
Price to Sales Ratio,0.0012907590086458,8,BBNI,bilstm_data,42,False,False
Price Earnings Ratio,0.0,9,BBNI,bilstm_data,42,False,False
Price to Book Ratio,0.0,10,BBNI,bilstm_data,42,False,False
Bid Price,0.0052212881519355,1,BBNI,bilstm_data,52,False,False
Price Earnings Ratio,0.0051463110288843,2,BBNI,bilstm_data,52,False,False
Price to Book Ratio,0.0035244965744722,3,BBNI,bilstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0033882053310258,4,BBNI,bilstm_data,52,False,False
Moving Average 20 Day,0.0030266976643664,5,BBNI,bilstm_data,52,False,False
Ask Price,0.0028370456519321,6,BBNI,bilstm_data,52,False,False
High Price,0.0028040583923053,7,BBNI,bilstm_data,52,False,False
Low Price,0.0025656602423017,8,BBNI,bilstm_data,52,False,False
Price Change 1 Day Percent,0.0024815348257573,9,BBNI,bilstm_data,52,False,False
Price to Sales Ratio,0.0018902720521307,10,BBNI,bilstm_data,52,False,False
Bid Price,0.0091979438862957,1,BBNI,bilstm_data,62,False,False
Ask Price,0.0084564960696169,2,BBNI,bilstm_data,62,False,False
Moving Average 20 Day,0.0046694247474992,3,BBNI,bilstm_data,62,False,False
Price to Sales Ratio,0.0046347757073532,4,BBNI,bilstm_data,62,False,False
Low Price,0.002421595624753,5,BBNI,bilstm_data,62,False,False
Price Earnings Ratio,0.0019231465625446,6,BBNI,bilstm_data,62,False,False
High Price,0.0015669814540831,7,BBNI,bilstm_data,62,False,False
Price Change 1 Day Percent,0.0012150295730879,8,BBNI,bilstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0005543739709537,9,BBNI,bilstm_data,62,False,False
Price to Book Ratio,0.0,10,BBNI,bilstm_data,62,False,False
Bid Price,0.0078154251522695,1,BBNI,bilstm_data,72,False,False
Moving Average 20 Day,0.003095611589702,2,BBNI,bilstm_data,72,False,False
High Price,0.0019590265466831,3,BBNI,bilstm_data,72,False,False
Low Price,0.0015365759696578,4,BBNI,bilstm_data,72,False,False
Price Earnings Ratio,0.0015278361805637,5,BBNI,bilstm_data,72,False,False
Dividend Indicated Yld - Gross,0.0010418014064068,6,BBNI,bilstm_data,72,False,False
Price to Book Ratio,0.0004250714516577,7,BBNI,bilstm_data,72,False,False
Price to Sales Ratio,0.0002875318905959,8,BBNI,bilstm_data,72,False,False
Price Change 1 Day Percent,0.0001067940300951,9,BBNI,bilstm_data,72,False,False
Ask Price,4.656612156058356e-11,10,BBNI,bilstm_data,72,False,False
Moving Average 20 Day,13434852802268.738,1,BBNI,bilstm_data,82,False,False
Price to Book Ratio,13434852802268.732,2,BBNI,bilstm_data,82,False,False
Low Price,0.004994914693331,3,BBNI,bilstm_data,82,False,False
Bid Price,0.0037837896146811,4,BBNI,bilstm_data,82,False,False
Dividend Indicated Yld - Gross,0.003725335909985,5,BBNI,bilstm_data,82,False,False
Price Change 1 Day Percent,0.0030084496777918,6,BBNI,bilstm_data,82,False,False
High Price,0.0029574214015156,7,BBNI,bilstm_data,82,False,False
Ask Price,0.0027109102151977,8,BBNI,bilstm_data,82,False,False
Price to Sales Ratio,0.0014421621036793,9,BBNI,bilstm_data,82,False,False
Price Earnings Ratio,0.0009566127658925,10,BBNI,bilstm_data,82,False,False
Moving Average 20 Day,0.004674821759762,1,BBNI,bilstm_data_ga,42,False,True
Low Price,0.0041532477515283,2,BBNI,bilstm_data_ga,42,False,True
High Price,0.0033825525336106,3,BBNI,bilstm_data_ga,42,False,True
Bid Price,0.0033799606677259,4,BBNI,bilstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0027363170449532,5,BBNI,bilstm_data_ga,42,False,True
Ask Price,0.0013965199176597,6,BBNI,bilstm_data_ga,42,False,True
Price to Sales Ratio,0.0009389084278761,7,BBNI,bilstm_data_ga,42,False,True
Price Change 1 Day Percent,0.0006121236501106,8,BBNI,bilstm_data_ga,42,False,True
Price Earnings Ratio,7.901023572980439e-05,9,BBNI,bilstm_data_ga,42,False,True
Price to Book Ratio,0.0,10,BBNI,bilstm_data_ga,42,False,True
Low Price,0.0045940744376951,1,BBNI,bilstm_data_ga,52,False,True
Price to Sales Ratio,0.0035515726799325,2,BBNI,bilstm_data_ga,52,False,True
Price Earnings Ratio,0.0032352643303437,3,BBNI,bilstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0024200902217223,4,BBNI,bilstm_data_ga,52,False,True
High Price,0.0020379682356336,5,BBNI,bilstm_data_ga,52,False,True
Price to Book Ratio,0.0015821435728576,6,BBNI,bilstm_data_ga,52,False,True
Bid Price,0.0011859713704325,7,BBNI,bilstm_data_ga,52,False,True
Ask Price,0.0011716907310665,8,BBNI,bilstm_data_ga,52,False,True
Price Change 1 Day Percent,0.0007809672479002,9,BBNI,bilstm_data_ga,52,False,True
Moving Average 20 Day,0.0002881919376812,10,BBNI,bilstm_data_ga,52,False,True
Moving Average 20 Day,0.0078497223719251,1,BBNI,bilstm_data_ga,62,False,True
Ask Price,0.0070473728598182,2,BBNI,bilstm_data_ga,62,False,True
Bid Price,0.006760873402042,3,BBNI,bilstm_data_ga,62,False,True
High Price,0.0051003092539259,4,BBNI,bilstm_data_ga,62,False,True
Low Price,0.0043832429797689,5,BBNI,bilstm_data_ga,62,False,True
Dividend Indicated Yld - Gross,0.0028052972066992,6,BBNI,bilstm_data_ga,62,False,True
Price to Sales Ratio,0.0012712419431944,7,BBNI,bilstm_data_ga,62,False,True
Price Earnings Ratio,0.0006008988489994,8,BBNI,bilstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0001902896077737,9,BBNI,bilstm_data_ga,62,False,True
Price to Book Ratio,0.0,10,BBNI,bilstm_data_ga,62,False,True
Bid Price,0.0056761654474151,1,BBNI,bilstm_data_ga,72,False,True
Low Price,0.0045927181122048,2,BBNI,bilstm_data_ga,72,False,True
High Price,0.0038500509655568,3,BBNI,bilstm_data_ga,72,False,True
Price Earnings Ratio,0.0030471685060506,4,BBNI,bilstm_data_ga,72,False,True
Price to Book Ratio,0.0028526415788413,5,BBNI,bilstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0027145054301298,6,BBNI,bilstm_data_ga,72,False,True
Ask Price,0.001215170971894,7,BBNI,bilstm_data_ga,72,False,True
Price to Sales Ratio,0.0007135570178636,8,BBNI,bilstm_data_ga,72,False,True
Moving Average 20 Day,3.037430966893832e-05,9,BBNI,bilstm_data_ga,72,False,True
Price Change 1 Day Percent,2.2839607360463043e-05,10,BBNI,bilstm_data_ga,72,False,True
Price to Book Ratio,0.0059690461123763,1,BBNI,bilstm_data_ga,82,False,True
Low Price,0.0045835002589026,2,BBNI,bilstm_data_ga,82,False,True
Price Earnings Ratio,0.0041090683997026,3,BBNI,bilstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0038319949814144,4,BBNI,bilstm_data_ga,82,False,True
High Price,0.0027263206245455,5,BBNI,bilstm_data_ga,82,False,True
Bid Price,0.0022415554189744,6,BBNI,bilstm_data_ga,82,False,True
Ask Price,0.0015337328644818,7,BBNI,bilstm_data_ga,82,False,True
Moving Average 20 Day,0.0012994475669175,8,BBNI,bilstm_data_ga,82,False,True
Price to Sales Ratio,0.000506943766959,9,BBNI,bilstm_data_ga,82,False,True
Price Change 1 Day Percent,7.826572012466679e-05,10,BBNI,bilstm_data_ga,82,False,True
Price to Book Ratio,0.0036934639443643,1,BBNI,bilstm_macro,42,True,False
Bid Price,0.0034265863741489,2,BBNI,bilstm_macro,42,True,False
Moving Average 20 Day,0.00249763072934,3,BBNI,bilstm_macro,42,True,False
Price to Sales Ratio,0.0020431846011585,4,BBNI,bilstm_macro,42,True,False
cpi_index,0.001985012650645,5,BBNI,bilstm_macro,42,True,False
ihsg_close,0.0019164429692965,6,BBNI,bilstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0016102105223884,7,BBNI,bilstm_macro,42,True,False
Low Price,0.0015194937360421,8,BBNI,bilstm_macro,42,True,False
High Price,0.0013704590434725,9,BBNI,bilstm_macro,42,True,False
ihsg_return_1d,0.00096809680302,10,BBNI,bilstm_macro,42,True,False
bi_rate,0.0008146657433826,11,BBNI,bilstm_macro,42,True,False
inflation_rate,0.0008064146173031,12,BBNI,bilstm_macro,42,True,False
Price Change 1 Day Percent,0.0002409163720181,13,BBNI,bilstm_macro,42,True,False
Price Earnings Ratio,0.0001599173061549,14,BBNI,bilstm_macro,42,True,False
exchange_rate_usd_idr,0.0001501739878828,15,BBNI,bilstm_macro,42,True,False
Ask Price,0.0,16,BBNI,bilstm_macro,42,True,False
Price Change 1 Day Percent,0.0056194704409184,1,BBNI,bilstm_macro,52,True,False
ihsg_close,0.0033686798919613,2,BBNI,bilstm_macro,52,True,False
Low Price,0.0031270287164564,3,BBNI,bilstm_macro,52,True,False
bi_rate,0.0023245628367779,4,BBNI,bilstm_macro,52,True,False
Moving Average 20 Day,0.0020809641030306,5,BBNI,bilstm_macro,52,True,False
Bid Price,0.00166896421894,6,BBNI,bilstm_macro,52,True,False
Price to Book Ratio,0.001540910302477,7,BBNI,bilstm_macro,52,True,False
High Price,0.0015359964403614,8,BBNI,bilstm_macro,52,True,False
Price Earnings Ratio,0.0012451564970736,9,BBNI,bilstm_macro,52,True,False
ihsg_return_1d,0.0011979377294968,10,BBNI,bilstm_macro,52,True,False
Price to Sales Ratio,0.0011877980961192,11,BBNI,bilstm_macro,52,True,False
